Question_Number,Question,Option_A,Option_B,Option_C,Option_D,Correct_Answer
626,Which tab is used to change the page orientation from landscape to portrait in Microsoft Word?,Page Layout,Insert,Home,View,A
627,Which of the following devices can be used to directly image printed text?,OCR,OMR,MICR,All of the above,A
628,Which would you choose to display the statistics about a document?,"Tools, word count","Insert, statistics","Tools, spelling and grammar","Tools, statistics",A
629,The shortcut key for Change case is:,Shift+F3,Ctrl+Shift+F3,Ctrl+F5,Ctrl+Alt,A
630,"In MS-Word, what does the ruler help with?",To set tabs,To set indents,To change page margins,All of the above,D
631,Which of the following by passes the print dialog box when printing individual slides or an entire presentation:,"File, print preview",The print button,"File, print",Ctrl+P,B
632,Which option is used to open a recent file?,Ctrl+R,Ctrl+F,Ctrl+O,Ctrl+N,C
633,Which of the following tabs is used to add the document citation?,Home,Insert,Page Layout,References,D
634,IMEI stands for:,International Mobile Equipment Information,International Mobile Equipment Identity,International Mobile Educational Identity,International Machine Equipment Identity,B
635,_____ is not a multitasking operating system.,Windows XP,Unix,DOS,Linux,C
636,Which one is not a nickname of a version of Android?,Honeycomb,Cupcake,Gingerbread,Muffin,D
637,You can auto fit the width of column by:,Double clicking on the column name on column header,Double click on the cell pointer in worksheet,Double clicking on column right border on column header,Double clicking on the column left border of column header,C
638,"In a Windows PC, CTRL + K in Microsoft PowerPoint is the shortcut for:",Shifting,Highlighting,Dragging,Inserting a hyperlink,D
639,A gigabyte is equal to?,1024 MB,1000 MB,1024 KB,1000 KB,A
640,From which menu can you insert a Header and Footer in Microsoft Word?,Format Menu,View Menu,Tool Menu,Insert Menu,D
641,"To preview a motion path effect using the custom animation task pane, you should:",Click the play button,Click the show effect button,Double click the motion path,All of above,A
642,The header and footer command are located on _____ tab in MS Word.,Home,Insert,View,Header,B
643,"In MS Word, which of the following is used to correct spelling or grammar errors?",AutoEntry,AutoCorrect,AutoAdd,AutoSpell,B
644,"A self-replicating program, similar to a virus which was taken from a 1970s science fiction novel by John Bruner entitled the Shockwave Rider is:",Bug,Wice,Lice,Worm,D
645,What components are found in the CPU?,CU and ALU,RAM and ROM,ALU Unit,All of these,A
646,Which function can be used to calculate the monthly mortgage payment:,PMT,PV,MORT,None of these,A
647,"By default, the smallest heading tag in HTML is:",H1,H2,H3,H6,D
648,Which file format can be added to a PowerPoint show?,.jpg,.giv,.wav,All of above,D
649,The first page of a Website is termed as:,Homepage,Index,Javascript,Bookmarks,A
650,Where does most data go first within a computer memory hierarchy?,RAM,ROM,BIOS,Hierarchy,A
651,The only difference between memory and storage is:,"Slow, Fast","Temporary, Permanent","Permanent, Temporary",None of these,B
652,"In MS Word, what does the Ctrl + = key effect?",Superscript,Subscript,All Caps,Shadow,B
653,Excel is a:,Graphic program,Word processor,Spreadsheet program,Designing template,C
654,FoxPro is:,A medicine,A disease,A language,A sect,C
655,Which technology is used in compact disks?,Mechanical,Electrical,Electromagnetic,Laser,D
656,"In Excel, from which menu/tab can you typically finds options to format a date of birth to display as YYYY/MM/DD?",Input,Home Tab or Format cells dialog box,Insert,None of these,B
657,Pressing the F3 key instructs Word to replace an AutoText entry name with the stored AutoText entry.,F1,F2,F3,F4,C
658,Which would you choose to list Synonyms & Antonyms of a Selected word?,"Tools, Spelling & Grammar","Tools, Language","Tools, Options","Insert, Cross-reference",B
659,"""Ctrl + PageDown"" Shortcut key is used in Ms Word to:",Moves the cursor one Paragraph Down,Moves the cursor one Page Down,Moves the cursor one Line Down,Moves the cursor one Screen Down,B
660,Which of the following is not an essential component to perform a mail merge operation?,Word fields,Main document,Data source,Merge fields,A
661,The best orientation to fit maximum columns on a single sheet for print is ____.,Portrait,Landscape,Both portrait and landscape,None of these,B
662,Which of the following contains the control panel program in the start menu?,Programs,Help,Run,Setting,D
663,You can edit an embedded organization chart object by:,Clicking edit object,Double clicking the organization chart object,"Right-clicking the chart object, then clicking edit MS-Organization Chart object",B and c both,D
664,"What is the shortcut key to ""Center Align"" the selected text?",Ctrl + C,Ctrl + A,Ctrl + E,None of these,C
665,Who is the father of the Computer?,Allen Turing,Charles Babbage,Seymour Cray,Augusta Ada King,B
666,Which feature is used to make a selected sentence into All Capital Letters or All Small Letters?,Change case,Change letter,Change sentence,Change word,A
667,Which of the following does not store data permanently?,ROM,RAM,Floppy disk,Hard disk,B
668,"In MS Excel, the dollar sign is used to ______ data.",Fix,Update,Filter,None of these,A
669,How can the risk of unauthorized computer system access be reduced when connected to the internet?,By installing anti-spam software,By using a firewall,By setting up a WAN,By encrypting all data stored in the system,B
670,"____ alignment is used in newspapers, magazines, and novels.",Full justification,Justification,Left justification,Right justification,A
671,Special effects used to introduce slides in a presentation are called:,Effects,Custom animations,Transitions,Preset animations,C
672,MS Access arranges the data in:,Tables,Queries,Relations,None of these,A
673,What is the origin of the term 'Computer'?,Latin,German,French,Arabic,A
674,MS Word is an:,Application software,Operating system,Output device,Window,A
675,Who invented the Computer Mouse?,Douglas Carl Engelbart,Bill Gates,John McAfee,Evan Williams,A
676,Which of the following is not a class based on size?,Mainframe computer,Micro computer,Mini computer,Digital computer,D
677,"Macintosh, a personal computer, was developed by:",Microsoft,IBM,Apple,Dell,C
678,The space left between the margin and the start of a paragraph is called:,Spacing,Glutter,Indentation,Alignment,C
679,Blank DVDs on which data can be erased and rewritten are identified as:,DVD + WR,DVD + RW,DVD + R,DVD + W,B
680,CTRL+U is used for:,Underline,Italic,Bold,None of these,A
681,Which type of application is used to show the location of your family members and work?,Life360,SharePoint,OneNote,All of these,A
682,Which command selects all objects at one time when selecting multiple objects to be deleted?,Alt + a,Ctrl + a,Shift + Enter,"Edit, Select All",D
683,The default name of a newly created MS Word file is:,My file 1,Text 1,Document1,None of these,C
684,Common methods of Internet access by users include:,Broadband over coaxial cable,Fiber optics or copper wires,Wi-Fi,All of these,D
685,Which key is used for help in Ms Excel?,F1,F2,F3,None of these,A
686,The act of retrieving existing data from memory is called:,Read out,Read from,Read,All of these,D
687,Which of these is not a means of personal communication on the internet?,Chat,Instant messaging,Insta notes,Electronic mail,C
688,How do you close a Word document without closing the Word window?,Click on the Close button on the title bar of the document.,Click on the Minimize button on the Title Bar.,Click on the Close Command on the Office Menu (or File menu).,Click Exit on the File Menu.,C
689,Allen Turing is called the father of the modern digital computer.,Allen Turing,Blaise Pascal,Charles Babbage,J.H Muller,A
690,Which feature starts a new line whenever a word or sentence reaches a border?,Text Line,New Line,Text Wrapping,Text Align,C
691,1 nibble equals to:,12 bits,16 bits,4 bits,2 bits,C
692,Your ____ files store various versions of running programs?,Temp,Memory,Static,Cache,D
693,What is the short cut key to open the Open dialog box?,F12,Shift F12,Alt + F12,Ctrl + F12,D
694,"In Microsoft Word, the shortcut SHIFT+DELETE is used to:",Delete the selected item permanently without placing the item in the Recycle Bin,Copy the selected item,Rename the selected item,Create a shortcut to the selected item,A
695,The process of removing an unwanted part of an image is called:,Hiding,Cutting,Cropping,Bordering,C
696,The shortcut key to insert a new worksheet in Excel is:,Shift + F8,Shift + F9,Shift + F10,Shift + F11,D
697,A normal CD-ROM usually can store up to ____ data.,650 MB,680 MB,720 MB,820 MB,A
698,A computer application program that displays data arranged in rows and columns is called a:,Spreadsheet,Register,Form,Box,A
699,"In MS Excel, an absolute cell reference is indicated with which sign?",'#,'$,'!,None of these,B
700,Which shortcut is used for copy the text?,Ctrl+C,Ctrl+V,Ctrl+X,Ctrl+U,A
701,"In Power Point, speaker's information is expressed in:",Nav Panel,Notes,Speaker's Panel,Both B. and C.,D
702,In MS Excel to delete duplicate values which menu is used:,Data,Tools,Formatting,Layout,A
703,Which of the following is a popular programming language for developing multimedia webpages?,BASIC,Assembler,Java,COBOL,C
704,The blinking symbol on the computer screen is called the:,Mouse,Logo,Hand,Cursor,D
