Question_Number,Question,Option_A,Option_B,Option_C,Option_D,Correct_Answer
1108,Which two famous ulema were involved in the Silk Letter Conspiracy?,Maulana Azad and Maulana Maududi,Maulana Mahmood-ul-Hasan and Maulana Obaidullah Sindhi,Maulana Muhammad Ali Johar and Maulana Shibli Nomani,Sir Syed Ahmad Khan and Maulana Mahmood-ul-Hasan,B
1109,Shah Abdul Latif Bhittai is the famous Sindhi Poet of __________.,In the 16th century,In the 17th century,In the 18th century,In the 19th century,C
1110,Who was the second Governor-General of Pakistan?,Sir Khawaja Nazimuddin,Ghulam Muhammad,Iskander Mirza,None of these,A
1111,Agra city was founded by _______.,Bahlul Khan Lodhi,Ibrahim Lodhi,Malik Sultan Shah Lodi,Sikandar Lodhi,D
1112,Where did the union of Aligarh Muslim University present a check of 815 rupees to Quaid-e-Azam?,Bareilly,Delhi,Agra,Calcutta,B
1113,"According to the rules, within how many days of a general election must the Prime Minister be elected?",40 days,35 days,30 days,25 days,C
1114,The Wavell Plan was first presented at the Shimla Conference in:,1943,1944,1945,1946,C
1115,Flag of Pakistan was designed by:,Ch. Khaliquzzaman,Ameeruddin Qadwai,Hafeez Jullundhri,Syed Sirajuddin,B
1116,Which area is known as the 'gun factory' of the tribal areas?,Darra Isa Khel,Darra Khyber,Darra Adam Khel,Kohat,C
1117,"The book ""In the Line of Fire"" was written by:",Nawaz Sharif,Benazir Bhutto,Pervez Musharraf,Imran Khan,C
1118,In which city is the Army Medical College located?,Rawalpindi,Quetta,Islamabad,Multan,A
1119,The Tarbela Dam was constructed in __________.,In 1972,In 1976,In 1971,In 1975,B
1120,Emperor Aurangzeb died in the year 1707 in which city?,Delhi,Aurangabad,Ahmadnagar,Khuldabad,C
1121,TAPI is a gas supply project among:,"Türkiye, Azerbaijan, Pakistan and Iran","Turkmenistan, Afghanistan, Pakistan and India","Türkiye, Afghanistan, Pakistan and India","Türkiye, Azerbaijan, Pakistan and India",B
1122,The Kabul River joins the River Indus near:,Attock,Jhang,Mianwali,Swabi,A
1123,Who was the acting President of Gilgit-Baltistan before it joined Pakistan?,Hasan Khan,Mirza Ali,Malik Muhammad Miskeen,Shah Raees Khan,D
1124,Last Governor of the undivided Punjab was,Sir Francis Mudie,Sir Evan Jenkins,Sir Geoffrey Prior,Sir George Cunningham,B
1125,The Pakistan National Alliance (PNA) against Bhutto consisted of:,7 political parties,9 political parties,11 political parties,13 political parties,B
1126,"Lahore, the area of Punjab, joins which city in India?",Shakargarh,Amritsar,Agra,None of these,B
1127,Pakistan won the ICC ODI World Cup in?,1979,1983,1992,2009,C
1128,Name the political party launched by Air Marshal Asghar Khan:,Pakistan Democratic Party,Justice Party of Pakistan,Tehreek-e-Istiqlal,None of these,C
1129,Where was Allama Iqbal buried?,Miani Sahib Graveyard,"Badshahi Mosque, Lahore","Jama Masjid, Delhi",Karachi,B
1130,"The ""National Highways & Motorway Police (NH&MP)"" deals with which law?",Business Law,Traffic Law,The National Highways Safety Ordinance (NHSO),None of These,C
1131,The First Battle of Panipat was fought in:,1524,1526,1525,None of these,B
1132,"Badshahi Mosque is in Lahore, built by ______ in 1673.",Jahangir,Akbar,Shah Jahan,Aurangzeb,D
1133,The Rohtas Fort is situated beside which river?,Jhelum,Chenab,Kahan,Indus,C
1134,The Kargil War ended through which agreement?,Delhi Agreement,Washington Agreement,Simla Agreement,None of these,B
1135,Shangla District is also known as the land of:,Hujr Mujahid,Simkoh,Saints,None of these,A
1136,The first Constituent Assembly of Pakistan originally consisted of _________ members.,59 members,69 members,79 members,89 members,B
1137,Who was the Prime Minister of Pakistan when our first Constitution of 1956 was adopted?,Malik Feroz Khan Noon,Muhammad Ali Bogra,Chaudhry Muhammad Ali,Ayub Khan,C
1138,"The book ""Baal'e Jibarel"" was written by __________.",Sir Syed Ahmad Khan,William Shakespeare,Keats,Allama Iqbal,D
1139,"The Legal Framework Order (LFO) was promulgated on March 30, 1970, by __________.",Ayub Khan,Yahya Khan,Z. A. Bhutto,None of these,B
1140,The '''' was a gathering of 35 prominent Indian Muslim leaders led by the Aga Khan III at the Viceregal Lodge in Simla in October 1906.,Minto Conference,Delhi Convention,Simla Deputation,None of these,C
1141,Who was the penultimate Viceroy of India?,Lord Irwin,Lord Curzon,Lord Wavell,None of these,C
1142,"In the Provincial Assembly of NWFP, the total number of seats is ________.",80,90,110,124,D
1143,The population census of 2017 was the _____ census in a row.,5th,6th,7th,8th,B
1144,What is the average height of the Salt Range?,675 m,700 m,640 m,590 m,A
1145,Krishna Kumari Kohli has become the first Hindu Dalit woman senator in Pakistan. She represents:,PPP,PTI,MQM,PMLN,A
1146,"How many peaks above 8,000 meters are in Pakistan?",7,5,9,3,B
1147,__________ was the first ruler of the Soomra dynasty (1011-1026).,Hameer,Dodo,Chanesar,Al-Khafif,D
1148,The Chauri Chaura incident occurred in February 1922 in which Indian state?,Bihar,Madhya Pradesh,Uttar Pradesh,Rajasthan,C
1149,Which of the following was the style of Mughal architecture?,Indo-Persian,Islamic-Indo,Persian-Indo,None of these,A
1150,Which constitution proclaimed Pakistan to be an Islamic Republic?,1949,1956,1962,1973,B
1151,Which Article of the 1973 Constitution relates to the National Language of Pakistan?,Article 215,Article 251,Article 257,Article 12,B
1152,In which year did Quaid-e-Azam go into self-exile in London?,in 1929,in 1930,in 1931,in 1933,C
1153,The Myth of Independence was written by:,Ayub Khan,Zulfikar Ali Bhutto,G.W. Choudhury,Altaf Gauhar,B
1154,The state religion of Pakistan is:,Islam,Hinduism,Christianity,None of these,A
1155,Who suggested the formation of SAARC?,Sheikh Mujibur Rahman,Ziaur Rahman,Colonel Muammar Gaddafi,General Zia-ul-Haq,B
1156,In which year were the first general elections held under the 1973 Constitution?,in 1976,in 1977,in 1978,in 1975,B
1157,The Sindh Assembly passed a resolution in favour of partition from India in:,1915,1928,1943,1968,C
1158,Kallar Kahar Lake is in ________.,Peshawar,Muzaffarabad,Gilgit-Baltistan,Chakwal,D
1159,Approximately what proportion of Pakistan's total land area is covered by forests?,5 percent,6 percent,3 percent,2 percent,A
1160,"Who has written the book entitled ""The Making of Pakistan""?",I.H. Qurashi,Muhammad Ali Chaudhry,Waheed-uz-Zaman,K.K. Aziz,D
1161,The Day of Deliverance was observed by the Muslim League on:,on 3rd September 1939,on 1st November 1939,on 22nd December 1939,on 23rd March 1940,C
1162,The Thal Desert is located in ____.,Gilgit,Punjab,KPK,None of these,B
1163,The Khayal system of classical music was founded by ___________.,Amir Khusrau,Hussain Shah Sharqi,Mian Tan Sain,Baiju Bawra,A
1164,Partition of Bengal was annulled after:,6 years,7 years,8 years,9 years,A
1165,"According to the Indus Waters Treaty, Pakistan obtained exclusive rights for the three western rivers which included:","Indus, Jhelum and Chenab","Ravi, Beas and Sutlej","Indus, Ravi and Chenab","Jhelum, Indus and Sutlej",A
1166,Who was the head of the Cabinet Mission?,Lord Wavell,Lord Alexander,Lord Pethick-Lawrence,None of these,C
1167,Pakistan initiated its National Identity Card System in:,in 1971,in 1972,in 1973,in 1974,C
1168,The area of formerly known as Federally Administered Tribal Areas (FATA) is ________ square kilometer.,"18,925 km²","22,123 km²","24,532 km²","27,220 km²",D
1169,Which dam is situated on the Haro River?,Khanpur,Mangla,Tanda,None of these,A
1170,Who took the oath of Quaid-e-Azam Muhammad Ali Jinnah as the first Governor- General of Pakistan?,Muhammad Munir,Liaquat Ali Khan,Abdur Rashid,Muhammad Shahabuddin,C
1171,Which pass connects Pakistan with Afghanistan?,Khunjerab Pass,The Khyber Pass,Tochi Pass,Gomal Pass,B
1172,Which mountain range is located in the south of Pakistan?,Koh-e-Suleiman,Karakoram,Kirthar,None of these,C
1173,"Archaeologists have identified some 400 Indus Civilization towns, scattered from _________.",The Arabian Sea to the Himalayas,Kabul to Lahore,Peshawar to Delhi,Kandahar to Delhi,A
1174,Who was the first Chief Minister of Punjab?,Mian Mumtaz Daultana,Iftikhar Hussain Mamdot,Feroz Khan Noon,Nawab of Kalabagh,B
1175,Which of the following was an objective of the Muslim League at the time of its creation?,To demand an independent state for Muslims,To protect the political and other rights of the Muslims,To launch a non-cooperation movement against the British,To merge with the Indian National Congress,B
1176,The Upper Swat Canal originates from __________.,Malakand,Abazai,Kabul,Jhelum,A
1177,Who wrote the 'Humayun-Nama'?,Shahabuddin,Gulbadan Begum,Humayun,Qudrat Ullah Shahab,B
1178,The first president to visit Pakistan was from:,Saudi Arabia,Indonesia,Turkey,Afghanistan,B
1179,The first woman governor of Pakistan is:,Begum Raana Liaquat Ali Khan,Shaista Ikramullah,Fahmida Mirza,None of these,A
1180,What is the minimum age of a senator under the 1973 Constitution?,25 years,30 years,35 years,40 years,B
1181,When did Zulfikar Ali Bhutto visit the USSR (Russia)?,in 1972,in 1974,in 1975,in 1976,B
1182,"Muhammad Ghauri conquered the whole of ________ India, up to Bengal.",South,North,East,None of these,B
1183,Duddar Lead-Zinc Mining is situated in Balochistan's __________ district.,Sibi,Lasbela,Bolan,Qilla Abdullah,B
1184,"Minhaj-us-Siraj, who was patronized by Iltutmish, was the author of which famous book?",Tarikh-i-Mubarak Shah,Taj-ul-Massir,Tabaqat-i-Nasiri,Kashf-ul-Mahjoob,C
1185,What was the share of industry for Pakistan on independence in terms of contribution to GDP?,Less than 7 percent,More than 20 percent,0.02,None of these,A
1186,National Action Plan was revised in which year?,2017,2018,2021,2023,C
1187,India Wins Freedom was written by:,Nehru,Mountbatten,Abul Kalam Azad,None of above,C
1188,"The book ""Indian Musalmans,"" published in 1871, was written by ________.",Joseph Rudyard Kipling,Syed Ameer Ali,Sir Syed Ahmed Khan,William Wilson Hunter,D
1189,Number of members later added to Constituent Assembly,6,8,10,12,C
1190,The Second Round Table Conference was held in:,1930,1931,1932,1933,B
1191,The Wall of Knowledge was built in which city:,Islamabad,Karachi,Lahore,None of these,B
1192,Who was Muhammad Ali Bogra?,Minister of State,Foreign Minister,Law Minister,None of these,B
1193,When was the Simla Agreement signed?,1971,1972,1973,1974,B
1194,"What deadline did British Prime Minister Clement Attlee announce for granting independence to India on February 20, 1947?",By June 1947,By August 1947,By June 1948,By August 1948,C
1195,Which Pakistani area is sandwiched between China and Indian-administered Kashmir?,Astore,Baltistan,Chitral,Kalash,B
1196,What is the alternative name of the Government of India Act 1919?,Minto-Morley Reforms,Montagu-Chelmsford Reforms,Indian Councils Act,Simon Commission,B
1197,Who was the Prime Minister of Pakistan during the enforcement of the first constitution?,Mohammad Ali Bogra,Khawaja Nazimuddin,Chaudhry Mohammad Ali,Ibrahim Ismail Chundrigar,C
1198,Mohtrama Fatima Jinnah joined the Muslim League in:,in 1937,in 1938,in 1939,in 1940,C
1199,The Great Bath of the Indus Valley Civilization was discovered in ___________.,Harappa,Lothal,Mohenjo-Daro,Ropar,C
1200,Where is Minar-e-Pakistan situated?,Peshawar,Karachi,Islamabad,Lahore,D
1201,Bal-e-Jibril' and 'Bang-e-Dara' were authored by ____________.,Shah Waliullah,Allama Iqbal,Al-Ghazali,None of these,B
1202,"Ghaznavi, a short-range missile launched on May 20, 2002, has a range of _______.",500 km,300 km,150 km,290 km,D
1203,The First Constituent Assembly of Pakistan was dissolved by Governor-General Malik Ghulam Muhammad on:,on 23rd March 1954,on 14th August 1954,on 24th October 1954,on 25th December 1954,C
1204,Who initiated the celebration of the 'Shivaji Festival' to promote Hindu nationalism?,Bal Gangadhar Tilak,Bipin Chandra Pal,Madan Mohan Malaviya,None of these,A
1205,Number of basic democratic members in 1959 was:,90000,100000,80000,70000,C
1206,The 'Sangathan' Movement was started by __________.,Dr. Hedgewar,Dr. B. S. Moonje,Swami Shraddhanand,None,C
1207,Which is the highest peak in Pakistan?,Broad Peak,Sia Kangri Peak,K2,Kilik Pass,C
1208,"Settlement of the border dispute and signing of the ""Boundary Agreement"" with China proved a milestone in the history of Sino-Pak relations. Which of the following diplomats rendered his services to finalize the agreement?",Manzoor Qadir,Agha Mohammad Raza,Z. A. Bhutto,Mohammad Ali Bogra,B
1209,Which city of Sindh is famous for 'Palla' fish?,Dadu,Jamshoro,Hala,Sukkur,B
1210,The Punjab government has converted Federal Minister ''''''s house into a Panahgah.,Ayaz Sadiq,Rana Sanaullah,Ishaq Dar,None of these,C
1211,The Supreme Judicial Council consists of _________.,The Chief Justice of Pakistan,The two next senior-most judges of the Supreme Court,The two senior-most Chief Justices of High Courts,All of these,D
1212,"""Wali Tangi Dam"" is located in __________.",Punjab,Sindh,KPK,Balochistan,D
1213,"In which year did Congress launch the ""Quit India movement"" against the British government?",in 1940,in 1942,in 1944,in 1945,B
1214,"Chitori is the historic ancestral graveyard of the Talpur Mirs, located in __________.",Umerkot,Ghotki,Mirpur Khas,Kandhkot,C
1215,The Punjab Repealing and Removal of Difficulties Ordinance 2022 was promulgated to:,Curtail the powers of the Chief Minister,Curtail the powers of the Governor,Curtail the powers of the Speaker,Curtail the powers of the Chief Secretary,C
1216,The Urdu Defence Association was an organization developed by?,Waqar-ul-Mulk,Sir Syed,Maulana Shibli Nomani,Mohsin-ul-Mulk,D
1217,Who was appointed as the first Muslim governor of Lahore by Sultan Mahmud?,Utbi,Mas'ud,Ferdowsi,Malik Ayaz,D
1218,The Khalji dynasty ruled the Delhi Sultanate from 1290 AD to ________.,In 1310 AD,In 1320 AD,In 1325 AD,In 1330 AD,B
1219,When did Allama Muhammad Iqbal start his political career?,In 1925,In 1923,In 1926,In 1924,C
1220,What is the total length of the Abdul Hakeem-Lahore (M-3) motorway?,230 km,550 km,180 km,365 km,A
1221,Dr. Iqbal strongly rejected the __________.,Western ideal of nationalism,American presidential system,Parliamentary system,National Socialism,A
1222,When did Pakistan leave the Central Treaty Organization (CENTO)?,1971,1975,1979,1983,C
1223,Who among the following was not a member of the Cabinet Mission which visited India in 1946?,Sir Stafford Cripps,Lord Mountbatten,A. V. Alexander,None of these,B
1224,India came under British Crown with:,start of 1857 War,the end of 1857,Introduction of the Government of India Act,the announcement of the British Queen,C
1225,Military Courts were established in Pakistan through the 21st Amendment for a period of:,2 years,3 years,4 years,5 years,A
1226,Who repeatedly refers to Sir Syed as the 'Father of Muslim India' and 'Father of Modern Muslim India'?,Hali,Abdul Qadir,Ch. Khaliquz Zaman,None of these,A
1227,"Who was the first minister of internal affairs, information & education in Pakistan?",Fazlur Rahman,Raja Ghazanfar Ali Khan,Liaquat Ali Khan,Sardar Abdur Rab Nishtar,A
1228,The last census of Pakistan was held in:,2001,1999,1998,2023,D
1229,Khanki Headworks is located on which river?,Chenab,Jhelum,Indus,Ravi,A
1230,"The Bilafond Glacier is located in the Siachen region, an area claimed by __________.",India,Pakistan,China,None of these,B
1231,The Punjab government established a body for women's protection in 2017:,Punjab Commission on the Status of Women,Punjab Women Protection Authority,Divisional Women Protection Center,None of these,B
