Question_Number,Question,Option_A,Option_B,Option_C,Option_D,Correct_Answer
1160,PowerPoint can display data from which of the following add-in software of MS- Office?,Equation editor,Organization chart,Photo album,All of these,D
1161,A feature of MS Word that saves the document automatically after every ____ minutes.,5,10,15,20,B
1162,With which view can you see how text and graphics will appear on the printed page in a Word Document?,Normal,Print Layout,Outline,Web Layout,B
1163,The header and footer command are located on _____ tab in MS Word.,Home,Insert,View,Header,B
1164,Which one of the below is the basic aspects/nomenclature of OneNote?,Notebook,Section,Page/Subpage,All of these,D
1165,A computer has better performance than a mechanical calculator due to:,Speed,Versatility,Storage,Accuracy,A
1166,Which of the following shortcut keys is used to align the selected text to the left in MS Word?,Ctrl + C,Ctrl + R,Ctrl + L,Alt + L,C
1167,"In PowerPoint, the difference between Slide Design and AutoContent Wizard is:",Both are the same.,AutoContent Wizard is just the wizard version of Slide Design.,"Slide Design does not provide sample content, but AutoContent Wizard provides sample content too.","Slide Design asks your choice in steps, but AutoContent Wizard does not let you make",B
1168,Tape speed is measured in:,Feet per second,Inches per second,Meters per second,None of these,B
1169,Which key is used for paste in MS Word?,Ctrl + C,Ctrl + V,Ctrl + S,Ctrl + W,B
1170,"The CPU comprises of Control, Memory and Arithmetic/Logic units.",Microprocessor,Arithmetic/Logic,Output,ROM,B
1171,How many rows can you insert in a word document in maximum?,256,16384,32767,Not specified,D
1172,Hardware or software designed to guard against unauthorized access to a computer network is known as a(n):,Hacker-proof program,Firewall,Hacker-resistant server,Encryption safe wall,B
1173,Which of the following is a photo editor?,MS Word,MS Excel,MS PowerPoint,MS Publisher,D
1174,"If you press Enter, the cell accepts your typing as its contents.",Tab,Ctrl+Enter,Enter,Alt+Enter,C
1175,Working area of MS Excel is called:,Worksheet,Workbook,Spreadsheet,None of these,A
1176,Cybersecurity is related to _____.,Computer,Network,Software,All of these,D
1177,You can use the format painter multiple times before you turn it off by:,You can use the format painter button only one time when you click it,Double-clicking the format painter button,Pressing the Ctrl key and clicking the format painter button,Pressing the Alt key and clicking the format painter button,B
1178,Components of a computer system are:,Hardware,Software,Applications,Both A and B,D
1179,"A self-replicating program, similar to a virus which was taken from a 1970s science fiction novel by John Bruner entitled the Shockwave Rider is:",Bug,Wice,Lice,Worm,D
1180,"To send audio, video and text we use:",Email,YouTube,MS Word,None of these,A
1181,"The development of the IBM PC (Personal Computer), which we use in our daily life, was led by:",Charles Babbage,Dennis Ritchie,Philip Donald Estridge,None of these,C
1182,"Notebook, laptop, palm, and handheld computers are coming under the category of a portable computer.",Digital computer,Mainframe computer,Portable computer,Hybrid computer,C
1183,Viruses are often delivered to a PC through an email attachment and are often designed to do harm.,Viruses,Spam,Portal,None of these,A
1184,"After creating a table, which of the following is correct:",Fields cannot be added,Fields cannot be deleted,Fields can be added but only once,None of these,D
1185,Which of the following is not a way to cut text?,Select the text and press the delete button,"Select the text and select Edit, Cut from the menu",Select the text and click the Cut button on the toolbar,Select the text and press Ctrl + X,A
1186,"Which shortcut keys are used to ""cut selected items"" in File menu?",CTRL + X,CTRL + A,CTRL + U,CTRL + B,A
1187,A single worksheet contains:,200 columns,256 columns,300 columns,356 columns,B
1188,A byte consists of:,One bit,Four bits,Eight bits,Sixteen bits,C
1189,To insert a hyperlink in a slide:,Choose to Insert >> hyperlink,Press Ctrl + K,Hyperlinks can't be inserted in slides,Both A & B,D
1190,No computer can do anything without a:,Memory,Chip,Program,Output,C
1191,OCR stands for:,Optical Character Recorder,Output Character Recognition,Optical Character Recognition,None of these,C
1192,"In a Windows PC, the shortcut for saving a Word document is:",CTRL + A,CTRL + B,CTRL + S,CTRL + V,C
1193,"To select a block of text, click at the beginning of the selection, scroll to the end of the selection, position the mouse pointer at the end of the selection, hold down the Shift key, and then click (or drag through the text) in a Word Document.",Ctrl,Alt,Shift,Tab,C
1194,Ctrl + Z Shortcut is used in Microsoft Word to:,Undo the last Action,Redo the last Action,Add the new page,Paste the contents from the clipboard,A
1195,The ____ function calculates the largest value in a set of numbers.,Average,Count,Min,Max,D
1196,ISDN stands for:,Integrated Service Digital Network,Intelligent Service Digital Network,Integrated Service Double Network,Integrated Secure Digital Network,A
1197,How many default layout pages are there in MS PowerPoint?,24,25,144,9,D
1198,What is the shortcut key for Find and Replace in MS Word?,Ctrl + F,Ctrl + H,Ctrl + G,Ctrl + R,B
1199,A computer program is also known as:,Software,Process,Procedure,Compiler,A
1200,The On/Off power button is typically located at:,Front of the device,Back of the device,Top of the device,Side of the device,A
1201,Which menu do you choose to create a header in Office 365?,"Format, header and footer","View, header","Insert, header and footer","View, header and footer",C
1202,"The father of the ""C"" programming language is:",Dennis M Ritchie,Prof John Keenly,Thomas Kurtz,Bill Gates,A
1203,Microprocessors as switching devices are for which generation of computers:,First Generation,Second Generation,Third Generation,Fourth Generation,D
1204,Which of the following is non-volatile memory?,RAM,Register,DRAM,PROM,D
1205,Which of the following are input devices?,Keyboard,Mouse,Card Reader,All of above,D
1206,The transfer of data from one place to another is called:,Data processing,Data distribution,Data communication,Data encryption,C
1207,Which of the following is not a binary number?,1,101,202,110,C
1208,Which shortcut key is used to Print the document?,Ctrl+P,Ctrl+I,Ctrl+K,Ctrl+W,A
1209,Which is not a layer of the Operating System?,Kernel,Shell,Application Program,Critical Section,D
1210,MS Excel is:,System software,Driver,Application software,None of these,C
1211,The unit that controls all parts of the computer is the:,CPU,ALU,Registers,None of these,A
1212,'A joystick is an _ device:,Input,Output,Storage,Processing,A
1213,Who is The First YouTuber?,Jawed Karim,John adris,Liaqat Ali,None Of These,A
1214,A computer on the internet is identified by:,E-mail address,Street address,IP address,None of the above,C
1215,The speed of communications between any two devices on the Ethernet LAN is:,10 Mbps,100 Mbps,1000 Mbps,Both A and B,D
1216,A set of possible data values is called:,Tuple,Degree,Attribute,Domain,D
1217,Handheld devices are called?,Software,Hardware,Both A & B,None of these,B
1218,Which of the following is not a part of the Control Panel?,My Documents,Display,Date and Time,None of these,A
1219,The communication protocol used by the Internet is:,HTTP,WWW,TCP/IP,FTP,C
1220,IP stands for:,Internet Process,Internet Protocol,Internet Procedure,None of these,B
1221,"When three hyphens, underscores, equal signs, asterisks, or number signs are typed and then the enter key is pressed, the Auto Format feature:",Places a border above a paragraph,Creates a numbered list,Changes the characters to an em dash,Creates a bulleted list,A
1222,Ctrl + T Shortcut is used in Microsoft Word to:,Hanging Indent,Left Indent,Open Tabs Dialog box,Terminate all opened Dialog box,A
1223,"To stop a slideshow in MS PowerPoint, which of the following options is correct?",Press F2,Press CTRL,Press Escape,Press F5,C
1224,How do you open a presentation in PowerPoint?,Ctrl+N,Ctrl+O,Ctrl+M,None of these,B
1225,____ are instructions that tell a computer what to do.,Input devices,Hardware,Memory cards,Software,D
1226,Where in Excel is the address of an active cell displayed?,Status bar,Formula bar,Name box,Title bar,C
1227,_____ is used for arranging data in ascending/descending order in MS Excel:,"Data, Order","Data, Sort","Data, All",None of these,B
1228,The BIOS settings are stored in a CMOS chip.,EEPROM,CMOS chip,Memory,OS,B
1229,Which of these will not select all the cells in a document?,Using the Edit - Select All menu,Pressing Ctrl + A on the keyboard,Clicking three times with the right mouse button in the spreadsheet,None of These,C
1230,The default font for Microsoft Word is:,Times New Roman,Calibri,Verdana,Helvetica,B
1231,"In Power Point, speaker's information is expressed in:",Nav Panel,Notes,Speaker's Panel,Both B. and C.,D
1232,"What is a light-sensitive device that converts drawings, printed text, or other images into digital form called?",Keyboard,Scanner,OMR,None of these,B
1233,How many columns are in one Microsoft Excel sheet?,65536,16384,1048576,None of Above,B
1234,The computer connected to the internet must have?,Have a unique IP address,be an IBM PC,have a modem connection,be internet compatible,A
